SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30_59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60_89DaysPastDueNotWorse,NumberOfDependents
0,0.273246679,44,0,0.243311187,5568,6,0,2,0,0
0,0.831816147,33,0,0.044521461,3750,5,0,0,0,0
0,0.464203233,66,0,0.619228336,1580,21,0,0,0,0
0,0.081272518,54,1,0.322815534,11947,11,0,2,0,2
0,0.9999999,36,0,0.966813275,2500,7,0,1,0,0
0,0.116672083,68,0,0.02044094,6848,1,0,0,0,0
0,0.575044684,53,0,0.277153079,7825,8,0,1,0,0
0,0.760454912,53,0,0.358021048,10166,7,0,2,0,1
0,0.737901417,51,0,0.264552945,37500,12,0,1,0,3
0,0.338195493,50,1,0.329611853,9583,5,0,1,0,1
0,0.007968898,59,0,0.011647972,2317,19,0,0,0,0
0,0.127574485,28,0,0.206176203,1100,5,0,0,0,0
0,0.3959901,58,0,0.277340332,5714,10,0,1,0,0
0,0.254089643,63,0,0.63048136,7000,17,0,2,0,0
0,0.058259181,65,0,0.108722819,4000,9,0,0,0,0
0,2.984533667,39,0,0.318188502,6800,4,0,1,0,2
0,0.954070086,42,0,0.472651967,8208,8,0,1,0,0
0,0.017787302,40,0,0.660866957,6666,18,0,3,0,2
0,0.598913514,47,0,0.317766497,3939,7,0,1,0,2
0,0.53600265,50,0,0.495212766,3759,8,0,2,0,1
0,0.9999999,54,0,0.317280453,6000,7,0,2,0,0
0,0.016485967,71,0,0.051423622,9236,27,0,1,0,2
1,0.9999999,28,0,0,6300,0,1,0,0,0
1,0.980110741,53,0,0.538544519,12050,9,0,2,0,5
0,0.043449657,69,0,0.151957849,8350,14,0,1,0,0
0,0.049231433,42,0,0.142925602,8346,7,0,2,0,0
0,0.000151514,58,0,0.318246575,9124,14,0,2,0,0
1,0.954256286,49,1,0.406026213,7400,6,0,1,0,4
1,0.9999999,56,1,0.116289199,4591,3,0,0,0,0
0,0.024961793,71,0,0.74475105,3333,7,0,2,0,0
0,0.911088911,26,0,360,0,6,0,0,0,0
0,0.190468771,62,1,0.693531283,6600,15,0,3,0,2
0,0.767295597,46,1,0.62190984,8251,8,0,3,0,2
0,0.746809447,47,0,0.357940343,6000,9,0,1,0,1
1,0,38,0,0.114563631,3700,2,0,0,0,3
1,0.84718156,49,0,1.306031035,6250,14,0,4,0,1
0,0.140321492,58,1,0.141049383,3239,7,0,0,0,0
0,0.102932163,45,0,0.303965289,8296,4,0,1,0,1
0,0.033633685,41,0,0.459990182,6110,7,0,1,0,3
0,0.527524232,55,0,0.296914948,17600,15,0,2,0,4
0,0.297191549,36,0,0.044338187,4600,8,0,0,0,0
0,0.173306361,37,0,0.310668933,10000,5,0,1,0,1
0,0.071415893,51,0,0.206965174,2009,5,0,0,0,1
0,0.006216882,63,0,0.352132701,4219,12,0,1,1,1
0,0.059640042,42,0,0.974224093,1900,7,0,1,0,3
0,0.561072002,50,0,5.021978022,1000,19,0,2,0,1
0,0.9999999,32,0,0.073235686,3754,2,1,0,0,1
0,0.542585077,47,0,2.90699462,1300,17,0,1,0,1
0,0.009788377,80,0,0.040489878,4000,6,0,0,0,0
0,0.207677397,79,1,0.736573737,15100,13,0,8,0,0
0,0.003888673,32,0,1.725124378,803,4,0,1,0,1
0,0.151563885,63,0,0.579806731,3000,10,0,2,0,0
0,0,24,0,0.207916833,2500,2,0,0,0,0
0,0.049062807,67,0,0.276215473,8000,9,0,1,0,0
0,0.507864838,62,1,0.22713258,6810,19,0,1,0,1
0,0.465403841,42,0,0.017499205,3142,4,0,0,0,3
0,0.003143618,76,0,0.385169186,4166,9,0,1,0,0
0,0.617862697,36,0,0.152998776,2450,4,0,0,1,3
0,0.577039527,67,0,0.860027994,5000,9,0,2,0,0
0,0.645834545,46,0,0.224808624,6400,8,0,0,0,4
0,0.296113116,57,0,0.445092485,6000,10,0,2,0,0
0,0,67,0,0.007984032,500,4,0,0,0,0
0,0.119507863,65,0,0.240026054,6140,8,0,1,0,0
1,0.076818189,49,1,0.4544406,2600,10,0,1,0,0
0,0.917940011,42,0,0.815960547,4460,4,0,2,0,3
0,0.918016397,56,1,1.373297003,1100,7,0,1,0,0
0,0.596111551,63,0,0.260094129,4036,21,0,0,0,0
0,0.122496476,61,0,0.295286247,19580,17,0,3,0,0
0,1.119576085,49,2,0.196979232,4766,7,0,0,0,2
0,0.889055472,25,1,0.191523391,2500,5,0,0,0,0
0,0.723600948,69,0,0.37804878,5083,13,0,0,0,0
0,0.56071964,60,2,0.339211364,4082,3,2,1,2,0
0,0.409446503,64,0,0.723877917,2784,8,0,1,0,0
0,0.116899912,68,0,0.381988183,15400,13,0,2,0,0
0,0.000419992,77,0,0,8333,5,0,0,0,0
0,0.39165363,41,1,0.467733139,5500,10,0,2,0,1
1,0.135572885,43,0,0.339039748,5081,7,0,2,1,0
0,0.439525209,35,0,0.610837438,7916,15,0,1,0,1
0,0.098173749,59,0,0.149318019,9750,9,0,1,0,0
0,0.03223095,72,0,0.00319968,10000,4,0,0,0,1
0,0.075795213,43,0,0.016040371,11096,5,0,0,0,2
0,0,46,0,0.342236823,7000,12,0,1,0,3
0,0.312149269,41,0,0.53231912,14000,13,0,2,0,1
0,0.16435476,52,0,0.610851809,3427,7,0,2,0,1
0,0.143529117,57,0,0.173253676,2175,13,0,0,0,0
0,0.515014697,44,0,0.799561083,4100,6,0,1,0,3
0,0.025103728,47,0,0.434970318,3705,9,0,1,0,4
0,0.188973004,30,0,0.643112063,1400,6,0,1,0,0
0,0.000416655,57,0,0.364338907,7116,6,0,2,0,0
0,0,73,0,0,1642,2,0,0,0,0
0,0.245960972,51,0,0.166959321,6833,12,0,0,0,2
0,0.061775032,61,2,0.488536155,3401,15,0,2,0,0
0,0,45,0,0,2835,3,0,0,0,0
0,0.276023991,53,0,0.266690195,17000,10,0,2,0,2
0,0.026081109,76,0,0.083923706,3669,7,0,0,0,0
0,0.076150108,64,0,0.120106029,27916,8,0,4,0,0
0,0.984603079,31,0,0.516056934,8500,9,0,2,0,2
1,1.107309487,58,1,0.370136187,6167,10,0,1,0,1
0,0.052059029,67,0,0.328398385,5200,8,0,1,0,2
0,0.371444267,47,0,0.412794001,8800,17,0,2,0,0
0,0.069991861,25,1,0.055327186,9000,10,0,0,0,1
0,0.058903438,72,0,0.00657049,7000,4,0,0,0,1
0,0.435282962,44,0,0.309995826,9583,8,0,2,0,0
0,0.126387361,52,0,0.02292769,1700,2,0,0,0,0
0,0.017455834,42,0,0.146694523,6700,14,0,1,0,0
0,0.421604299,32,1,0.181204699,4000,6,0,0,0,0
0,0.062290154,68,0,0.04373102,11524,7,0,0,0,0
0,0.697358603,31,0,0.86115932,2880,8,0,1,0,0
0,0.38149407,79,0,0.299793684,6300,15,0,2,0,0
0,0.509143421,66,0,0.29312192,14000,10,0,2,0,0
0,0.047261218,42,0,0.23766482,30866,14,0,4,0,0
0,0.185114426,67,0,0.55606342,7000,17,0,6,0,0
0,0.492743962,51,2,0.351968986,4900,7,1,1,0,0
0,0.035849157,49,0,0.433427762,3176,8,0,2,0,0
1,0.9999999,30,0,0.237504998,2500,1,1,1,0,2
0,0.021458879,55,0,0.172063687,13000,7,0,2,0,2
0,0.61345066,46,1,1808.5,1,4,0,1,0,3
0,0.854004867,38,0,0.189668232,6600,4,0,0,0,0
0,0.03796293,69,0,0.099864525,5166,2,0,0,0,0
0,0.008966368,53,0,0.825335215,2833,16,0,2,0,2
0,0,44,0,0,12416,3,0,0,0,0
0,0.159359485,65,0,0.074205625,10416,6,0,0,0,1
0,0.026672485,63,0,0.227032735,7575,17,0,1,0,0
0,0.054595894,65,0,0.236803824,9623,6,0,2,0,0
0,0.213109301,62,0,0.198412698,10835,10,0,3,0,0
0,0.106855931,52,0,0.433239724,3916,6,0,1,0,0
0,0.288041265,33,0,0.316696836,11600,14,0,3,0,2
0,0.00215718,57,0,0.179154079,3309,11,0,1,0,0
0,0.063499093,66,0,0.009171781,14500,20,0,0,0,0
0,0.103633847,49,0,0.358974359,4250,14,0,2,0,1
0,0.297713637,53,0,0.300817934,3300,9,0,0,0,0
0,0.108588637,49,0,0.383736014,12333,9,0,2,0,3
1,0.037910913,46,0,0.458285527,6100,18,0,2,0,1
0,0.056180116,86,0,0.36039975,1600,6,0,0,0,0
0,0.785526444,80,0,0.477805349,3626,12,0,0,1,0
0,0.016268634,68,0,0.113977205,5000,8,0,1,0,0
0,0.138330707,69,1,0.975163399,1529,6,0,1,0,0
0,0.120714767,49,0,0.187866253,2900,4,0,0,0,0
0,0.9999999,38,0,0.498250389,5143,1,0,1,0,2
0,0.032136382,53,0,0.011699415,6666,11,0,0,0,0
0,0.000549724,61,0,0.391703283,7737,10,0,1,0,0
0,0.508229503,40,0,0.226260791,2200,3,0,0,0,0
0,0.152376806,60,0,0.137048394,7500,12,0,0,0,0
0,0.026212956,36,0,0.143434646,6678,5,0,0,0,2
0,0.159230598,48,0,0.273396257,6250,8,0,1,0,1
1,0.421496641,29,1,0.152944384,3667,15,1,0,0,0
0,0.216771097,62,0,0.006399147,7500,2,0,0,0,0
0,0.24393453,42,1,0.190687614,8783,9,0,1,0,3
0,0.525849757,45,0,0.5476221,7800,9,0,2,0,2
1,0.93675288,28,0,0.037603734,3855,3,0,0,0,1
1,0.051810843,55,1,0.290341932,5000,12,0,1,1,0
0,0.416450734,60,0,0.070116235,2666,5,1,0,0,0
0,1.033138123,28,0,0.171021378,1262,1,0,0,0,0
0,0.262299844,67,1,0.440757286,4700,11,0,2,0,0
0,0.132749262,70,0,0.01332889,3000,9,0,0,0,0
0,0.01716619,80,0,0.131329114,3791,7,0,1,0,0
0,0,83,0,0.215049073,4584,4,0,1,0,0
0,0,42,0,0.051299134,1500,3,0,0,0,0
0,0.910746162,36,0,0.217413085,9980,11,0,1,0,3
0,0.018377539,43,0,0.007374078,8000,12,0,0,1,3
0,0.9999999,46,0,0.182908546,2000,1,0,0,0,1
0,0.637976382,33,0,0.320186646,9000,16,0,2,0,0
1,0.965438446,41,3,0.117397715,5425,4,0,1,0,1
0,0.443012326,45,0,0.443854996,7916,9,0,1,0,4
0,0.652219337,42,0,0.308324291,6450,9,0,1,0,4
0,0.587050233,46,0,0.129205922,5200,9,0,1,0,4
0,0.465466694,45,0,0.15959253,5300,3,0,0,0,0
0,0.206226792,50,3,0.46049744,2733,4,2,1,3,1
0,0.200594799,43,0,0.724078835,3500,7,0,3,0,0
0,0.132993667,45,0,0.312438163,14149,6,0,4,0,1
1,0.818580834,41,0,0.434134362,5700,7,1,1,0,3
0,1.017777778,57,1,0.491233766,3079,6,0,0,0,1
0,0.385929831,47,0,0.153177621,5522,7,0,0,0,1
0,0.00034574,64,0,0.289514867,1916,11,0,0,0,0
1,0.9999999,43,3,0.146170766,5000,4,0,0,0,1
0,0.011896733,68,0,0.514771414,6058,13,0,2,0,0
0,0.079891105,30,1,0.738219895,2100,10,0,2,0,1
0,0.345827086,25,0,0.02056962,2527,4,0,0,0,0
0,0.021918085,65,0,0.006238004,2083,1,0,0,0,0
0,0.9999999,62,0,0.001583201,12000,4,0,0,0,3
0,0.070032079,67,0,0.32513395,4105,11,0,2,0,0
0,1.050757071,41,1,0.63203296,7766,8,0,1,0,2
0,0.609773063,49,0,0.394241733,3507,4,0,1,0,1
0,0,56,0,0.255726624,5325,5,0,1,0,2
0,0.062413895,25,0,0.442470013,2250,13,0,1,0,0
0,0.199469726,57,0,0.267689179,11800,15,0,2,0,2
0,0.180757063,41,0,0.007449628,20000,11,0,0,0,2
0,0.483495616,44,0,0.648381646,7692,10,0,3,0,0
0,0.008845028,58,0,0.192464603,8333,7,0,1,0,0
0,0.562471876,41,0,0.392737978,5094,12,0,1,0,0
0,0,72,0,0.11409396,2979,4,0,0,0,0
0,0.29749705,26,0,393.5,1,6,0,0,0,0
0,0.017404935,38,0,0.368383608,7027,8,0,2,0,1
0,0.131463449,68,0,0.268544882,13345,28,0,3,0,0
0,0,64,0,0.159353996,10711,9,0,1,0,0
0,0.611297687,57,2,0.526354053,2750,6,0,2,1,0
0,0.022494679,52,0,0.4695102,9166,12,0,2,0,1
0,0.021135547,57,0,0.198823859,3570,17,0,1,0,1
0,0.140634485,45,0,0.384046487,3785,7,0,2,0,2
0,0.953488372,42,3,0.469394544,3005,5,1,0,0,1
0,0.886113886,47,2,0.20609825,7083,4,0,1,0,3
0,0.408659459,73,0,0.505209978,6333,11,0,3,0,0
0,0.100832601,74,0,0.011998,6000,11,0,0,0,0
0,0.111341419,37,0,0.149742513,20000,9,0,2,0,2
0,0.085867365,42,0,0.289874039,6112,6,0,1,0,0
0,0,28,0,0.10974192,4300,4,0,0,0,0
0,0.158526702,70,0,0.34243633,3258,11,0,1,0,1
0,0.9999999,38,0,1660,0,2,0,1,0,0
1,0.833020074,41,2,0.980011105,1800,11,1,0,0,2
0,0.391992873,39,0,0.84243842,7266,12,0,2,0,0
0,0.054648451,45,0,0.34495688,8000,6,0,1,0,3
0,0.010436174,60,0,0.350434423,4833,10,0,1,0,0
0,0.017420794,67,0,0.237242128,5525,22,0,1,0,0
0,0.538303661,52,0,0.229573763,8750,7,0,2,0,2
0,0.9999999,52,0,0.37569429,4500,4,0,1,0,1
0,0.148319391,72,0,0.203805279,5833,11,0,1,0,0
0,0.9999999,33,0,0.110857515,6133,6,0,0,0,0
0,0.577147324,66,0,0.355357531,4600,7,1,1,0,1
0,0.407887428,31,0,0.172983479,2057,4,0,0,0,0
0,0.104822827,67,0,0.29360419,6300,13,0,2,0,0
0,0.328355721,33,0,8.289036545,300,10,0,1,0,2
0,0.476252375,42,3,0.461538462,7760,14,0,2,0,2
0,0.029551422,67,0,0.229580574,1811,8,0,0,0,0
0,1.628951747,45,2,0.20951967,4600,6,0,0,2,1
0,0.062618408,62,0,0.206289477,7440,7,0,1,0,0
0,0.233781047,45,0,0.40647482,1667,8,0,1,0,2
0,0.04394304,51,0,0.346307651,3750,9,0,1,0,0
0,0,56,0,0.456697149,1858,7,0,1,0,2
0,0,44,0,0.368784301,12025,8,0,2,0,0
0,0.182627504,49,0,0.311243781,5024,4,0,1,0,0
0,0.135714629,88,2,0.448887778,4000,17,0,1,0,0
0,0.646670666,30,0,0.136715821,4000,2,1,0,0,1
0,0.083514748,52,0,0.274099227,5300,9,1,1,1,1
0,0.207987765,58,0,0.005428659,19525,4,0,0,0,4
0,0.029151719,53,0,0.025931034,7249,5,0,0,0,0
0,0.201578192,25,0,0.276702061,1600,4,0,0,0,0
0,0,39,0,0.086202912,4326,2,0,0,0,4
0,0.04479776,55,0,0.210147671,5281,6,0,1,0,0
0,0.017451773,56,0,0.277272273,10000,6,0,1,0,0
0,0.396749184,68,0,0.313068004,3190,13,0,0,0,0
0,0.510303399,49,0,0.363178945,7750,9,0,2,0,0
0,0.128010907,30,0,0.206488157,3883,6,0,0,0,0
0,0.346777554,45,0,0.195190774,8150,9,0,2,1,0
0,0.043312328,25,0,0.0063226,6800,7,0,0,0,0
0,0.293390156,43,0,0.495267298,7500,8,0,2,0,2
0,0.9999999,25,0,0.098757952,3300,5,2,0,0,0
0,0.898388717,40,0,0.205139232,9300,11,0,0,0,0
0,0.940739124,44,0,0.509321698,12604,17,0,2,0,2
0,0.001151445,37,0,821,0,4,0,0,0,1
0,0.215643885,46,0,0.434621493,17000,7,0,2,0,4
0,0,43,1,0.349970149,8374,7,0,2,1,4
0,0.848101266,58,0,0.328639904,10013,4,0,2,0,1
0,0.447387742,63,0,0.647198239,5906,14,0,2,0,0
0,0.159172887,62,0,0.645405964,5800,10,0,1,0,0
0,0.015405594,72,1,0.005266128,5316,5,0,0,0,0
0,0.135407875,65,0,0.594468172,9833,7,0,2,0,0
1,0.613145876,38,0,0.279872785,2200,2,1,0,0,0
0,0.009999123,28,0,0.526982012,1500,5,0,1,0,0
0,1.504998388,27,0,0.085482469,3450,4,0,0,0,0
0,0.128019377,60,0,0.755424458,10000,6,0,2,0,0
0,0.032589428,30,0,0.011494253,2000,5,0,0,0,0
0,0.512334327,39,4,0.932293452,5833,21,0,1,0,0
0,0.954030646,46,0,0.113342258,2240,3,0,0,0,2
0,0.473282536,50,0,0.347853259,16000,14,0,2,0,2
0,0.541856056,57,0,0.446539777,11400,9,0,2,0,3
0,0.447379385,30,0,0.421185372,4757,11,0,1,0,2
0,0.076174977,71,2,0.172833087,25000,11,0,1,0,1
0,0.007920481,63,0,0.07398943,7000,13,0,0,0,0
0,0.343046002,54,1,0.5029996,7500,18,0,2,0,2
0,0.267455991,69,0,0.218956283,8028,7,0,2,0,0
0,0.23776071,42,0,0.374504698,8832,9,0,2,0,2
0,0.838446364,39,0,0.101228454,10500,2,0,0,0,4
0,0.043882928,39,1,0.011329557,3000,7,0,0,0,2
0,0.452886993,45,3,0.494914867,8750,10,0,2,0,0
0,0.026817652,62,0,0.305735541,4166,23,0,2,0,0
0,0.075304439,56,0,0.930613877,5000,15,0,4,0,1
0,0.615308348,58,1,0.413211999,8900,18,0,2,0,0
0,0.031322573,60,0,0.075181546,2340,39,0,0,0,0
0,0.084661023,84,0,0.658936425,2500,8,0,1,0,0
0,0.263703601,45,0,0.486664296,5623,6,0,1,0,3
0,0.071482682,49,0,0.537417461,2725,8,0,1,0,0
0,0.9999999,55,0,0,1793,0,0,0,0,0
0,0.823409348,62,0,0.466384181,7079,20,0,1,0,0
0,0.174457505,65,0,0.307894737,3799,9,0,1,0,1
0,0.172815899,42,3,0.45732868,6303,8,0,2,1,1
0,0.689843533,38,0,0.185678601,1200,2,0,0,1,0
0,0.401355501,40,0,0.505376344,5300,5,0,1,0,2
0,0.056009113,40,0,0.48787803,4000,8,0,1,0,0
0,0.013644315,41,0,0.033174279,4400,12,0,0,0,2
0,0.129787705,65,0,0.696434522,3000,15,0,3,0,0
0,0.734172424,63,4,0.376284365,3600,15,0,0,0,0
0,0.9999999,55,0,0,3200,0,0,0,0,0
0,0,65,0,0.007198081,3750,4,0,0,0,0
0,0.973924381,50,1,0.344349562,9016,5,8,2,0,5
0,0.03778922,41,0,0.339136572,8500,7,0,3,0,5
0,0.041127927,57,0,3.273736813,1800,12,0,2,0,2
0,0.665572494,39,1,0.273574188,4400,8,0,0,0,2
0,0.9999999,39,0,0.083486086,6000,5,0,0,0,0
0,0.022417774,64,0,39,0,4,0,0,0,0
0,0.164212911,51,0,0.375193199,2587,7,0,0,0,0
0,0.476783692,55,0,0.157643456,11100,5,0,1,0,0
0,0.001034126,61,0,0.574125486,1800,9,0,0,0,0
1,0.573474592,58,0,0.645287865,14016,33,0,3,0,0
0,0.9999999,29,0,0,5000,0,0,0,0,0
0,0.000221807,66,0,8,0,12,0,0,0,0
0,0.039855992,56,0,0.327265735,7800,9,0,2,0,0
0,0.645996135,37,1,0.333730632,7550,9,0,2,0,4
0,0.299113392,77,0,0.043705153,3065,3,0,0,0,0
0,0.032032089,51,0,0.003050969,5571,2,0,0,0,0
0,0.492091444,45,0,0.508659168,5600,8,0,3,0,3
0,0.183908286,61,0,0.244539466,8652,16,0,2,0,0
0,0.018623849,57,0,0.177513677,5300,25,0,0,0,0
0,0,52,0,0.144424633,7290,5,0,1,0,3
0,0.068831039,51,0,0.097569385,5800,2,0,1,0,1
0,0.004697934,36,0,1.034593081,5000,6,0,2,0,0
0,0.068034769,52,0,0.136640911,14753,13,0,1,0,4
0,0,39,0,0.05370603,3183,12,0,1,0,0
0,0.42384325,65,0,0.144825269,5951,6,0,0,0,1
0,0.9999999,56,1,0.425952926,4800,2,0,1,0,0
0,0.647073389,55,0,0.360667377,2816,7,0,0,0,0
0,0.004831425,62,0,0.205622696,11666,13,0,1,0,0
0,0.884424827,62,0,1.171948052,1924,11,0,1,0,0
0,0.378976773,35,0,1.179637788,2042,4,0,2,0,3
0,0.343013568,30,0,0.118300472,3600,4,0,0,0,0
0,0.254972286,29,2,0.013997201,5000,4,0,0,0,0
0,0.713458281,52,0,0.343330477,3500,8,0,0,0,0
0,0.057909824,66,0,0.434689507,1400,6,0,0,0,0
0,0.034511638,48,0,0.221399426,6616,9,0,2,0,5
0,0.871525286,52,0,0.380310703,11650,20,0,2,0,0
0,0.002607529,72,0,0.85198732,4100,11,0,2,0,0
0,0.210789211,26,0,6,0,2,0,0,0,0
0,0,28,0,0.304642671,3833,4,0,1,0,0
0,0.036524087,36,0,1.103104862,5120,13,0,8,0,0
0,0.615455754,49,0,0.55654299,4500,5,0,1,2,1
0,0.020300569,61,1,0.435828499,21200,22,0,5,0,1
0,0.751720452,48,1,0.426878656,6666,11,0,3,0,0
0,0.134721207,38,0,0.400790167,6833,19,0,2,0,2
0,0.545028436,29,0,0.369984568,5183,9,0,2,0,0
0,0.845292615,61,0,0.272021255,34250,13,0,2,0,1
0,0.177034736,54,0,0.412137995,8666,11,0,1,0,2
0,0.280460218,57,0,1.441719972,5627,14,0,2,0,1
0,0.039275494,54,0,0.528089888,5250,10,0,2,0,0
0,0.055623035,52,0,0.311684601,10500,20,0,3,1,4
0,0.088451781,52,0,1.270864568,2000,9,0,2,0,0
0,0,34,0,0.069322967,6173,6,0,0,0,0
0,0.467414125,44,0,0.340714174,6412,5,0,1,0,0
0,0.168769241,46,0,0.088102671,5765,7,0,1,0,0
0,0.399735505,58,0,1.077584483,5000,13,0,3,0,0
0,0.239173884,35,0,0.528888889,899,4,0,0,0,2
0,0.043118998,49,1,0.267850251,5181,23,0,1,0,0
0,0.010216435,51,0,0.383434396,7750,10,0,1,0,2
0,0.316565296,50,0,0.282567707,11667,10,0,1,0,4
0,1.088473873,37,1,0.115959354,3345,7,0,0,1,0
1,0.9999999,36,3,0.199925953,2700,3,4,0,0,3
0,0.82251479,57,0,0.374162381,6416,5,0,1,0,2
0,0.025062187,48,0,0.405711389,5917,12,0,2,0,3
1,0.837858363,62,4,0.338386369,7981,8,3,1,0,0
0,0.00469048,34,1,0.180465563,4166,5,0,0,0,0
0,0.985372989,57,0,0.016852328,3500,4,0,0,1,0
0,0.357607055,55,0,0.158208955,4689,4,0,0,0,2
0,0.678462104,49,2,0.525670498,7829,13,0,2,0,2
0,0.159358557,60,2,0.233233897,9050,15,0,2,0,0
1,0.955938877,42,0,0.295037266,5500,8,0,0,0,0
0,0.814837033,63,2,0.593034505,3100,4,0,1,2,2
0,0.012635981,49,0,0.131556503,9379,7,0,1,0,1
0,0.064264374,32,1,0.392321536,5000,9,0,2,0,1
0,0.101129862,72,0,0.118303571,3583,11,1,0,0,1
0,0.682949002,52,0,1.730423192,3000,11,0,0,0,0
0,0.037055944,51,0,0.385630718,6666,16,0,1,0,0
0,0,47,0,0.779632721,9583,8,0,2,0,2
0,0,30,0,0.202932356,3000,6,0,0,1,2
0,0.659047891,46,0,0.492827542,6273,7,0,2,0,1
0,0.110886736,67,0,0.498143388,3500,14,0,2,0,0
0,0.047164133,75,0,0.095215425,4200,7,0,0,0,0
0,0,22,0,0,0,1,0,0,0,0
0,0.060461263,61,0,0.241101617,16266,9,0,2,0,1
0,0.382426747,64,0,0.76426489,2400,8,0,2,0,0
0,0,67,0,0,3000,6,0,0,0,1
0,0.095814597,78,0,0.315246544,4846,23,0,2,0,0
0,1.001458899,34,0,0.224379927,5200,9,0,0,0,2
0,0.005309979,30,0,0.058209554,7472,6,0,0,0,0
0,0.470524439,58,0,964,0,9,0,0,0,0
0,0.247243015,31,0,1.06838506,1900,10,0,2,0,0
0,0.042860155,81,0,0.192209451,6263,4,0,1,0,1
0,0.004278373,58,0,0.098,4499,4,0,0,0,2
0,0.022123475,56,0,0.435038268,10713,15,0,1,0,2
0,0.435309052,58,0,1.088140286,6500,28,0,2,0,2
0,0.833881357,63,0,0.336943843,6000,8,0,0,0,0
0,0.111985069,26,0,0.007594168,3291,3,0,0,0,0
0,0.033870766,41,0,0.294341132,5000,6,0,2,0,0
0,0.009693941,58,0,0.289244638,6433,11,0,2,0,3
0,0.260686966,69,0,5.331597222,575,5,0,2,0,0
0,0.550286294,64,0,0.063368421,9499,4,0,0,0,0
0,0.228093986,26,0,0.242252582,3000,5,0,0,0,0
0,0.012724682,62,0,0.068925836,25200,8,0,2,0,0
1,0.639439567,49,3,0.919364106,5220,10,2,1,0,3
0,0.641414343,50,0,0.825529377,6705,8,0,2,0,1
1,0.504648201,47,0,0.134056399,9219,6,0,0,0,2
0,0.019839042,35,1,0.421115777,3333,16,0,2,0,0
0,0.003111065,82,0,0.149315366,4600,12,0,1,0,1
0,0.029931338,84,0,0.202513568,3500,3,0,1,0,0
0,0.803022972,65,0,0.525532675,8400,6,0,1,0,1
0,0.464921175,40,0,1.940529735,2000,7,0,2,0,0
0,0.000953451,69,1,0.418034333,5300,12,0,1,0,1
0,0.014646772,73,0,0.198146002,5177,8,0,1,0,0
1,0.870594073,51,0,2103.5,1,7,0,1,0,1
0,0.9999999,38,0,0.302621834,6750,6,0,1,0,2
0,1.171786326,41,1,0.310515173,2833,9,0,0,0,1
0,0.569174791,50,0,0.318928995,5900,8,0,0,0,3
0,0.044191162,40,0,0.499571551,2333,3,0,1,0,1
0,0.154466045,37,2,0.355356368,13833,9,0,2,0,1
0,0.956068969,53,0,0.490832158,9925,7,0,2,0,0
0,0.433566434,83,0,0.001624797,8000,2,0,0,0,0
0,0.126249643,26,0,0.696732026,764,4,0,0,0,0
0,0.00604431,28,0,0.529779259,2400,9,0,2,0,0
0,0.023976576,36,0,0.678490809,3100,4,0,1,0,1
0,0.040285026,52,0,0.47289504,2600,12,0,1,0,0
0,0.395753475,53,0,0.347395486,10500,3,0,1,0,0
0,0.20980669,77,0,0.542026352,6602,14,0,3,0,0
0,0.617842876,36,0,0.01332889,3000,2,0,0,0,0
0,0.079370156,58,0,222,0,11,0,0,0,1
0,0.378789132,65,0,0.422912104,10500,29,0,1,0,0
0,0.091750764,24,0,0.15282392,300,3,0,0,0,0
0,0.901464786,70,0,0.229031879,8500,10,0,0,0,0
0,0.037589655,42,0,0.2816405,3120,6,0,1,0,0
0,0,33,0,0.78339719,3914,6,1,2,0,0
0,0.656326274,27,1,0.72013993,2000,8,0,0,0,1
1,0.9999999,48,0,1.66379181,13333,10,0,8,0,1
0,0.587219344,55,1,0.425801749,6859,9,0,2,0,2
0,0.07179119,55,0,0.342489519,6916,7,0,1,0,0
0,0.9999999,39,0,0.318312113,15000,6,0,2,0,3
0,0.082094146,79,0,0.223258914,3000,23,0,0,0,0
0,0.431167874,60,0,0.614950316,8855,13,0,3,0,0
0,0.89272961,51,0,0.172826831,2921,5,0,0,0,2
0,0.437007758,43,0,0.34237387,6857,8,0,3,0,4
0,0.986296635,36,0,0.319288604,13100,10,0,1,0,0
1,0.992403039,22,0,0.029588165,2500,1,0,0,0,0
0,0.022623969,37,0,0.313481675,9167,7,0,1,0,0
0,0.014887222,56,0,0.164786817,12500,5,0,1,0,0
0,0.443674027,46,0,0.265790762,12253,10,0,1,1,4
0,0.38714974,53,0,0.809447906,6900,13,0,2,0,0
0,0.32780633,40,0,0.37230914,8500,9,0,2,0,0
0,0.9999999,46,2,0.269801415,4380,3,0,1,0,2
0,0.542511299,47,0,0.151416712,5540,4,0,0,0,0
0,0.633991137,53,0,0.60941116,11666,17,0,3,0,0
0,0.02242868,69,0,0.25655616,8083,18,0,2,0,1
0,1.254061775,40,0,0.263537906,3600,5,0,0,0,0
0,0.127917686,75,0,1.114661654,531,10,0,1,0,0
0,0.11006239,61,0,0.337207849,8000,7,0,2,0,0
0,0.239156407,37,0,0.246600906,3750,6,0,1,0,0
0,1.109578084,28,1,0.331333733,5000,5,1,1,1,2
0,0.042848214,74,0,0.400519896,5000,6,0,1,0,0
0,0,46,2,0.454354117,3800,13,0,1,0,0
